id,movie_name,synopsis,genre,prediction,accuracy,evaluation
4929,Electric Slide,A chronicle of the life of furniture salesman turned bank robber Eddie Dodson.,action,crime,0,
3777,Get That Girl,A young girl who is about to receive a large inheritance is abducted to an isolated sanitarium where a crazed doctor is performing strange experiments.,action,Horror.,0,
40178,Tracking,The relationship between a young screenwriter and his girlfriend begins to collapse when reality meets fiction in the middle of a disturbing situation in the country.,fantasy,Romance.,0,
44282,Bait,A freak tsunami traps shoppers at a coastal Australian supermarket inside the building - along with 12-foot Great White Sharks.,fantasy,horror,0,
13259,Any Gun Can Play,A gang robs a gold shipment from a train. A so called bounty hunter is sent to track down the robbers and decides to let them lead him to the gold.,adventure,crime,0,
34849,Christmas Wish,"Zosia, a bright 8-year-old girl who strongly believes in Santa Claus and his power to grant wishes, fed up with the world of adults and their lies she decides to go to Santa's village and ask him to make her innermost wish come true.",family,family,1,
67124,Aitaré da Praia,"The fisherman Aitaré courts Cora, an innocent girl from a small village. Several disagreements separate the heroes, until the expected happy ending.",romance,romance,1,
81214,Slasher,"When the employees of Fresh Air Productionz start disappearing, those that remain alive must uncover a dark secret that places everyone in a dangerous warpath of annihilation.",thriller,thriller,1,
49645,Queen of Blood,"Vampire Irina is reborn as a ""vampiric"" plague, a force of nature whose destiny is to lay waste to a fever dream vision of the Wild West.",horror,horror,1,
22155,House of the Witchdoctor,"Two criminals go on a killing spree that leads them to a rural town where a group of graduate students are staying for a weekend. When they break into the Van Hooten residence, they walk into a world even darker than their own...",crime,horror,0,
4482,The Unusual Calling of Charlie Christmas,A socially awkward high school janitor still haunted by the loss of his father finds strength and purpose after receiving mysterious spiritual instruction to become a costumed vigilante in Oklahoma.,action,superhero,Loading...,
75960,Rasl,An art thief steals works of art by traveling to different dimensions.,scifi,scifi,1,
83385,Di Renjie zhi hui gui chimu,"During the Empress Wu Zetian's reign, Detective Dee supervised the case of ""Red-eyed monster"" causing trouble and eliminated Prince Wu Minzhi, who tried to usurp power and seize the throne, preserving the stability of Jiangshan.",thriller,mystery,0,
2523,Superman Flies Again,"Compilation of 3 episodes of the ""Adventures of Superman"" TV show: episodes #30 (""Jet Ace""), #35 (""The Dog Who Knew Superman""), and #42 (""The Clown Who Cried"").",action,adventure,0,
44240,Moonchild,"After 2.000 years, people try to survive between Kings and Gods.",fantasy,fantasy,1,
63502,Beach Blanket Bingo,"Frankie, DeeDee, and the gang meet singing sensation Sugar Kane in a publicity stunt; they all get introduced to skydiving and get caught up in love.",romance,romance,1,
73053,Beyond Re-Animator,"After 13 years in prison, the mad scientist from Re-Animator (1985) gets a new chance to experiment with the arrival of a young prison doctor, who secretly hopes to learn to reanimate dead people. Good intentions turn to horror.",scifi,Horror,0,
69598,Age of Summer,A determined teenage boy struggles to find acceptance within the Jr. Lifeguards of Hermosa Beach while juggling relationships and challenges in the summer of 1986.,romance,romance,1,
13304,Fifty-fifty,"A gang of youths turns to grown ups, but they realize it's not all that trouble-less they had thought, so they decide to bring back their band and go on a tour before the adult life takes control.",adventure,comedy,Loading...,
32672,The Would-Be Warrior,A 15-year-old boy is caught in a centuries-old feud between Norse gods.,family,fantasy,Loading...,
52662,A Place Among the Dead,An exploration of the repercussions of growing up under the sway of narcissism and evil.,horror,drama,0,
40751,The Tinted Venus,A statue of Venus comes to life and tries to lure an affianced barber to her Cytherian Groves.,fantasy,Fantasy.,Loading...,
44784,The Roosevelt,"""After an evening at the historic Roosevelt Hotel, an out of work actor wakes up in the body of his favorite 1930s film star. It's an absolute dream, until he discovers that living another man's life might mean sharing the same fate.""",fantasy,Fantasy.,Loading...,
53622,The Elevator Game,"After the disappearance of a young girl through a ritualistic game played in a hotel elevator, a private detective must confront his faith in order to discover the truth behind her mysterious departure.",horror,mystery,0,
33024,Pearls of Africa,Two people brought together for their love of one another but separated by the prejudices of their cultures.,family,romance,Loading...,
13381,Don Felipe,An old TV star tries to grasp fame one last time. - but at what cost?,adventure,drama,Loading...,
62015,Vampire Academy,"Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",mystery,fantasy,Loading...,
59958,The Queen of Black Magic,"Revisiting the orphanage where they grew up, three men and their families discover a horrific supernatural presence lingering in their former home.",mystery,horror,0,
74991,Orbital,"Peter Randof uses his wealth to construct a massive ring around Earth. Destined to finish the project, the fully-constructed megastructure leads to unforeseen consequences.",scifi,scifi,1,
84249,Alien Theory,"When a man whose company wipes his memory every night discovers what he really does for a living, his worst theories are revealed to be true.",thriller,Thriller,1,
33539,Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",family,family,1,
28710,Holly Hippo's Book Club: Fairytale Heroes,"Join Holly Hippo's Book Club, as Holly and her best friend Mandy discuss their favorite book. In this episode the sassy duo discusses their favorite fairy tale heroes. Be part of the club with Holly Hippo's Book Club: Fairytale Heroes.",family,family,1,
33945,Lima Elang,"Baron, an elementary school student who is reluctant to move from Jakarta to Balikpapan with his parents, stumbles into an unexpected adventure while participating in a scouting activity.",family,adventure,Loading...,
30269,Opposite Day,"The world goes backwards on Opposite Day. The kids become adults, and the adults become kids.",family,family,1,
80753,The Zohar Secret,"Max finds himself in possession of an ancient scroll that describes the entire history of humankind from beginning to end. Seeking to use the information for his own gain, Max triggers the mechanism that begins influencing his own life.",scifi,Fantasy.,0,
51030,Abandoned Souls,"In an underground prison an inmate escapes during a riot. One year later, a group of friends set out to locate an old hermit shack. Their worst nightmares are revealed when they spawn an evil darkness within the escaped prisoner.",horror,horror,1,
67732,Back Street,"A woman's love for and devotion to a married man results in her being relegated to the ""back streets"" of his life.",romance,romance,1,
89959,The Haunting at Saint Joseph's,"An engaged doctor, and her friends take a holiday at St. Joseph's Guesthouse, unaware that it was the site of a sacrifice of an innocent centuries before. They come to believe that it's haunted as their emotions and desires spiral.",thriller,horror,0,
